model,target_item_idx,m,relevant_users,hits,precision,recall,ndcg,target_removed_from_profiles,candidate_users
Random Reverse,349,500,263,1,0.002,0.0038022813688212928,0.0029547732243044695,True,80889
Random Reverse,349,1000,263,1,0.001,0.0038022813688212928,0.0029547732243044695,True,80889
TF-IDF Reverse,351,100,122,3,0.03,0.02459016393442623,0.024819567507030963,True,80889
TF-IDF Reverse,351,500,122,7,0.014,0.05737704918032787,0.04292908603761623,True,80889
TF-IDF Reverse,351,1000,122,7,0.007,0.05737704918032787,0.04292908603761623,True,80889
User Activity,351,100,122,0,0.0,0.0,0.0,True,80889
User Activity,351,500,122,0,0.0,0.0,0.0,True,80889
User Activity,351,1000,122,0,0.0,0.0,0.0,True,80889
Random Reverse,351,100,122,0,0.0,0.0,0.0,True,80889
Random Reverse,351,500,122,1,0.002,0.00819672131147541,0.004711725637660625,True,80889
Random Reverse,351,1000,122,2,0.002,0.01639344262295082,0.009289193114108687,True,80889
TF-IDF Reverse,352,100,38,1,0.01,0.02631578947368421,0.01467769921008711,True,80889
TF-IDF Reverse,352,500,38,1,0.002,0.02631578947368421,0.01467769921008711,True,80889
TF-IDF Reverse,352,1000,38,2,0.002,0.05263157894736842,0.024314618370769994,True,80889
User Activity,352,100,38,0,0.0,0.0,0.0,True,80889
User Activity,352,500,38,0,0.0,0.0,0.0,True,80889
User Activity,352,1000,38,0,0.0,0.0,0.0,True,80889
Random Reverse,352,100,38,0,0.0,0.0,0.0,True,80889
Random Reverse,352,500,38,0,0.0,0.0,0.0,True,80889
Random Reverse,352,1000,38,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,353,100,35,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,353,500,35,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,353,1000,35,0,0.0,0.0,0.0,True,80889
User Activity,353,100,35,0,0.0,0.0,0.0,True,80889
User Activity,353,500,35,0,0.0,0.0,0.0,True,80889
User Activity,353,1000,35,0,0.0,0.0,0.0,True,80889
Random Reverse,353,100,35,0,0.0,0.0,0.0,True,80889
Random Reverse,353,500,35,0,0.0,0.0,0.0,True,80889
Random Reverse,353,1000,35,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,354,100,44,1,0.01,0.022727272727272728,0.015060305801167455,True,80889
TF-IDF Reverse,354,500,44,1,0.002,0.022727272727272728,0.015060305801167455,True,80889
TF-IDF Reverse,354,1000,44,1,0.001,0.022727272727272728,0.015060305801167455,True,80889
User Activity,354,100,44,0,0.0,0.0,0.0,True,80889
User Activity,354,500,44,0,0.0,0.0,0.0,True,80889
User Activity,354,1000,44,0,0.0,0.0,0.0,True,80889
Random Reverse,354,100,44,0,0.0,0.0,0.0,True,80889
Random Reverse,354,500,44,0,0.0,0.0,0.0,True,80889
Random Reverse,354,1000,44,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,355,100,141,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,355,500,141,1,0.002,0.0070921985815602835,0.004219070210138733,True,80889
TF-IDF Reverse,355,1000,141,79,0.079,0.5602836879432624,0.31683755529806124,True,80889
User Activity,355,100,141,0,0.0,0.0,0.0,True,80889
User Activity,355,500,141,0,0.0,0.0,0.0,True,80889
User Activity,355,1000,141,0,0.0,0.0,0.0,True,80889
Random Reverse,355,100,141,0,0.0,0.0,0.0,True,80889
Random Reverse,355,500,141,0,0.0,0.0,0.0,True,80889
Random Reverse,355,1000,141,2,0.002,0.014184397163120567,0.007776312078937107,True,80889
TF-IDF Reverse,356,100,5,2,0.02,0.4,0.39837195724608304,True,80889
TF-IDF Reverse,356,500,5,2,0.004,0.4,0.39837195724608304,True,80889
TF-IDF Reverse,356,1000,5,2,0.002,0.4,0.39837195724608304,True,80889
User Activity,356,100,5,0,0.0,0.0,0.0,True,80889
User Activity,356,500,5,0,0.0,0.0,0.0,True,80889
User Activity,356,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,356,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,356,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,356,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,357,100,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,357,500,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,357,1000,18,0,0.0,0.0,0.0,True,80889
User Activity,357,100,18,0,0.0,0.0,0.0,True,80889
User Activity,357,500,18,0,0.0,0.0,0.0,True,80889
User Activity,357,1000,18,0,0.0,0.0,0.0,True,80889
Random Reverse,357,100,18,0,0.0,0.0,0.0,True,80889
Random Reverse,357,500,18,0,0.0,0.0,0.0,True,80889
Random Reverse,357,1000,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,358,100,26,1,0.01,0.038461538461538464,0.018122373900823698,True,80889
TF-IDF Reverse,358,500,26,3,0.006,0.11538461538461539,0.047643418440701406,True,80889
TF-IDF Reverse,358,1000,26,3,0.003,0.11538461538461539,0.047643418440701406,True,80889
User Activity,358,100,26,0,0.0,0.0,0.0,True,80889
User Activity,358,500,26,0,0.0,0.0,0.0,True,80889
User Activity,358,1000,26,0,0.0,0.0,0.0,True,80889
Random Reverse,358,100,26,0,0.0,0.0,0.0,True,80889
Random Reverse,358,500,26,0,0.0,0.0,0.0,True,80889
Random Reverse,358,1000,26,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,359,100,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,359,500,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,359,1000,6,0,0.0,0.0,0.0,True,80889
User Activity,359,100,6,0,0.0,0.0,0.0,True,80889
User Activity,359,500,6,0,0.0,0.0,0.0,True,80889
User Activity,359,1000,6,0,0.0,0.0,0.0,True,80889
Random Reverse,359,100,6,0,0.0,0.0,0.0,True,80889
Random Reverse,359,500,6,0,0.0,0.0,0.0,True,80889
Random Reverse,359,1000,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,361,100,674,5,0.05,0.00741839762611276,0.0401354989177125,True,80889
TF-IDF Reverse,361,500,674,15,0.03,0.02225519287833828,0.029744680784119123,True,80889
TF-IDF Reverse,361,1000,674,21,0.021,0.03115727002967359,0.030417468042897994,True,80889
User Activity,361,100,674,0,0.0,0.0,0.0,True,80889
User Activity,361,500,674,0,0.0,0.0,0.0,True,80889
User Activity,361,1000,674,0,0.0,0.0,0.0,True,80889
Random Reverse,361,100,674,1,0.01,0.001483679525222552,0.009640014296706483,True,80889
Random Reverse,361,500,674,1,0.002,0.001483679525222552,0.0028608027530923,True,80889
Random Reverse,361,1000,674,5,0.005,0.00741839762611276,0.0071105904689262485,True,80889
TF-IDF Reverse,362,100,31,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,362,500,31,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,362,1000,31,0,0.0,0.0,0.0,True,80889
User Activity,362,100,31,0,0.0,0.0,0.0,True,80889
User Activity,362,500,31,0,0.0,0.0,0.0,True,80889
User Activity,362,1000,31,0,0.0,0.0,0.0,True,80889
Random Reverse,362,100,31,0,0.0,0.0,0.0,True,80889
Random Reverse,362,500,31,0,0.0,0.0,0.0,True,80889
Random Reverse,362,1000,31,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,363,100,174,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,363,500,174,1,0.002,0.005747126436781609,0.0035878958175671752,True,80889
TF-IDF Reverse,363,1000,174,2,0.002,0.011494252873563218,0.006864032582316092,True,80889
User Activity,363,100,174,0,0.0,0.0,0.0,True,80889
User Activity,363,500,174,0,0.0,0.0,0.0,True,80889
User Activity,363,1000,174,1,0.001,0.005747126436781609,0.0032318950385044273,True,80889
Random Reverse,363,100,174,0,0.0,0.0,0.0,True,80889
Random Reverse,363,500,174,0,0.0,0.0,0.0,True,80889
Random Reverse,363,1000,174,1,0.001,0.005747126436781609,0.0032807486477245584,True,80889
TF-IDF Reverse,364,100,119,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,364,500,119,2,0.004,0.01680672268907563,0.011301274794361967,True,80889
TF-IDF Reverse,364,1000,119,2,0.002,0.01680672268907563,0.011301274794361967,True,80889
User Activity,364,100,119,0,0.0,0.0,0.0,True,80889
User Activity,364,500,119,0,0.0,0.0,0.0,True,80889
User Activity,364,1000,119,0,0.0,0.0,0.0,True,80889
Random Reverse,364,100,119,0,0.0,0.0,0.0,True,80889
Random Reverse,364,500,119,0,0.0,0.0,0.0,True,80889
Random Reverse,364,1000,119,1,0.001,0.008403361344537815,0.0045054178291559594,True,80889
TF-IDF Reverse,365,100,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,365,500,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,365,1000,5,0,0.0,0.0,0.0,True,80889
User Activity,365,100,5,0,0.0,0.0,0.0,True,80889
User Activity,365,500,5,0,0.0,0.0,0.0,True,80889
User Activity,365,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,365,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,365,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,365,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,367,100,269,5,0.05,0.01858736059479554,0.057099650666963694,True,80889
TF-IDF Reverse,367,500,269,8,0.016,0.02973977695167286,0.036712440336920525,True,80889
TF-IDF Reverse,367,1000,269,10,0.01,0.03717472118959108,0.041705862282760055,True,80889
User Activity,367,100,269,0,0.0,0.0,0.0,True,80889
User Activity,367,500,269,0,0.0,0.0,0.0,True,80889
User Activity,367,1000,269,1,0.001,0.0037174721189591076,0.002362165395267465,True,80889
Random Reverse,367,100,269,0,0.0,0.0,0.0,True,80889
Random Reverse,367,500,269,1,0.002,0.0037174721189591076,0.0032376401988888385,True,80889
Random Reverse,367,1000,269,1,0.001,0.0037174721189591076,0.0032376401988888385,True,80889
TF-IDF Reverse,368,100,23,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,368,500,23,3,0.006,0.13043478260869565,0.049919831340989006,True,80889
TF-IDF Reverse,368,1000,23,3,0.003,0.13043478260869565,0.049919831340989006,True,80889
User Activity,368,100,23,0,0.0,0.0,0.0,True,80889
User Activity,368,500,23,0,0.0,0.0,0.0,True,80889
User Activity,368,1000,23,0,0.0,0.0,0.0,True,80889
Random Reverse,368,100,23,0,0.0,0.0,0.0,True,80889
Random Reverse,368,500,23,0,0.0,0.0,0.0,True,80889
Random Reverse,368,1000,23,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,369,100,64,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,369,500,64,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,369,1000,64,2,0.002,0.03125,0.013712975799851106,True,80889
User Activity,369,100,64,0,0.0,0.0,0.0,True,80889
User Activity,369,500,64,0,0.0,0.0,0.0,True,80889
User Activity,369,1000,64,1,0.001,0.015625,0.006568771580720893,True,80889
Random Reverse,369,100,64,0,0.0,0.0,0.0,True,80889
Random Reverse,369,500,64,0,0.0,0.0,0.0,True,80889
Random Reverse,369,1000,64,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,370,100,35,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,370,500,35,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,370,1000,35,3,0.003,0.08571428571428572,0.030168939314363565,True,80889
User Activity,370,100,35,0,0.0,0.0,0.0,True,80889
User Activity,370,500,35,0,0.0,0.0,0.0,True,80889
User Activity,370,1000,35,0,0.0,0.0,0.0,True,80889
Random Reverse,370,100,35,0,0.0,0.0,0.0,True,80889
Random Reverse,370,500,35,0,0.0,0.0,0.0,True,80889
Random Reverse,370,1000,35,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,371,100,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,371,500,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,371,1000,11,1,0.001,0.09090909090909091,0.02130122386843782,True,80889
User Activity,371,100,11,0,0.0,0.0,0.0,True,80889
User Activity,371,500,11,0,0.0,0.0,0.0,True,80889
User Activity,371,1000,11,0,0.0,0.0,0.0,True,80889
Random Reverse,371,100,11,0,0.0,0.0,0.0,True,80889
Random Reverse,371,500,11,0,0.0,0.0,0.0,True,80889
Random Reverse,371,1000,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,373,100,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,373,500,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,373,1000,15,0,0.0,0.0,0.0,True,80889
User Activity,373,100,15,0,0.0,0.0,0.0,True,80889
User Activity,373,500,15,0,0.0,0.0,0.0,True,80889
User Activity,373,1000,15,0,0.0,0.0,0.0,True,80889
Random Reverse,373,100,15,0,0.0,0.0,0.0,True,80889
Random Reverse,373,500,15,0,0.0,0.0,0.0,True,80889
Random Reverse,373,1000,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,375,100,70,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,375,500,70,1,0.002,0.014285714285714285,0.007026328565185509,True,80889
TF-IDF Reverse,375,1000,70,11,0.011,0.15714285714285714,0.07027186110402071,True,80889
User Activity,375,100,70,0,0.0,0.0,0.0,True,80889
User Activity,375,500,70,0,0.0,0.0,0.0,True,80889
User Activity,375,1000,70,0,0.0,0.0,0.0,True,80889
Random Reverse,375,100,70,0,0.0,0.0,0.0,True,80889
Random Reverse,375,500,70,1,0.002,0.014285714285714285,0.00819585872006867,True,80889
Random Reverse,375,1000,70,2,0.002,0.02857142857142857,0.014770836224896724,True,80889
TF-IDF Reverse,377,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,377,500,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,377,1000,7,1,0.001,0.14285714285714285,0.03003362959636818,True,80889
User Activity,377,100,7,0,0.0,0.0,0.0,True,80889
User Activity,377,500,7,0,0.0,0.0,0.0,True,80889
User Activity,377,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,377,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,377,500,7,0,0.0,0.0,0.0,True,80889
Random Reverse,377,1000,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,378,100,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,378,500,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,378,1000,5,0,0.0,0.0,0.0,True,80889
User Activity,378,100,5,0,0.0,0.0,0.0,True,80889
User Activity,378,500,5,0,0.0,0.0,0.0,True,80889
User Activity,378,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,378,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,378,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,378,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,380,100,39,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,380,500,39,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,380,1000,39,0,0.0,0.0,0.0,True,80889
User Activity,380,100,39,0,0.0,0.0,0.0,True,80889
User Activity,380,500,39,0,0.0,0.0,0.0,True,80889
User Activity,380,1000,39,0,0.0,0.0,0.0,True,80889
Random Reverse,380,100,39,0,0.0,0.0,0.0,True,80889
Random Reverse,380,500,39,0,0.0,0.0,0.0,True,80889
Random Reverse,380,1000,39,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,381,100,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,381,500,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,381,1000,10,1,0.001,0.1,0.02316307488911612,True,80889
User Activity,381,100,10,0,0.0,0.0,0.0,True,80889
User Activity,381,500,10,0,0.0,0.0,0.0,True,80889
User Activity,381,1000,10,0,0.0,0.0,0.0,True,80889
Random Reverse,381,100,10,0,0.0,0.0,0.0,True,80889
Random Reverse,381,500,10,1,0.002,0.1,0.026505006932703048,True,80889
Random Reverse,381,1000,10,1,0.001,0.1,0.026505006932703048,True,80889
TF-IDF Reverse,382,100,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,382,500,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,382,1000,12,0,0.0,0.0,0.0,True,80889
User Activity,382,100,12,0,0.0,0.0,0.0,True,80889
User Activity,382,500,12,0,0.0,0.0,0.0,True,80889
User Activity,382,1000,12,0,0.0,0.0,0.0,True,80889
Random Reverse,382,100,12,0,0.0,0.0,0.0,True,80889
Random Reverse,382,500,12,0,0.0,0.0,0.0,True,80889
Random Reverse,382,1000,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,383,100,27,2,0.02,0.07407407407407407,0.04584072158170276,True,80889
TF-IDF Reverse,383,500,27,2,0.004,0.07407407407407407,0.04584072158170276,True,80889
TF-IDF Reverse,383,1000,27,2,0.002,0.07407407407407407,0.04584072158170276,True,80889
User Activity,383,100,27,0,0.0,0.0,0.0,True,80889
User Activity,383,500,27,0,0.0,0.0,0.0,True,80889
User Activity,383,1000,27,0,0.0,0.0,0.0,True,80889
Random Reverse,383,100,27,0,0.0,0.0,0.0,True,80889
Random Reverse,383,500,27,0,0.0,0.0,0.0,True,80889
Random Reverse,383,1000,27,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,385,100,83,2,0.02,0.024096385542168676,0.018822605876885567,True,80889
TF-IDF Reverse,385,500,83,7,0.014,0.08433734939759036,0.05390029571632637,True,80889
TF-IDF Reverse,385,1000,83,8,0.008,0.0963855421686747,0.05997476126983816,True,80889
User Activity,385,100,83,0,0.0,0.0,0.0,True,80889
User Activity,385,500,83,0,0.0,0.0,0.0,True,80889
User Activity,385,1000,83,0,0.0,0.0,0.0,True,80889
Random Reverse,385,100,83,0,0.0,0.0,0.0,True,80889
Random Reverse,385,500,83,0,0.0,0.0,0.0,True,80889
Random Reverse,385,1000,83,1,0.001,0.012048192771084338,0.00576734959975047,True,80889
TF-IDF Reverse,386,100,51,5,0.05,0.09803921568627451,0.07529328305700764,True,80889
TF-IDF Reverse,386,500,51,10,0.02,0.19607843137254902,0.12680317904186036,True,80889
TF-IDF Reverse,386,1000,51,13,0.013,0.2549019607843137,0.15100067714761928,True,80889
User Activity,386,100,51,0,0.0,0.0,0.0,True,80889
User Activity,386,500,51,0,0.0,0.0,0.0,True,80889
User Activity,386,1000,51,0,0.0,0.0,0.0,True,80889
Random Reverse,386,100,51,0,0.0,0.0,0.0,True,80889
Random Reverse,386,500,51,1,0.002,0.0196078431372549,0.0095415295508533,True,80889
Random Reverse,386,1000,51,2,0.002,0.0392156862745098,0.017284023464600614,True,80889
TF-IDF Reverse,387,100,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,387,500,8,1,0.002,0.125,0.034763383455113386,True,80889
TF-IDF Reverse,387,1000,8,1,0.001,0.125,0.034763383455113386,True,80889
User Activity,387,100,8,0,0.0,0.0,0.0,True,80889
User Activity,387,500,8,0,0.0,0.0,0.0,True,80889
User Activity,387,1000,8,0,0.0,0.0,0.0,True,80889
Random Reverse,387,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,387,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,387,1000,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,391,100,16,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,391,500,16,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,391,1000,16,0,0.0,0.0,0.0,True,80889
User Activity,391,100,16,0,0.0,0.0,0.0,True,80889
User Activity,391,500,16,0,0.0,0.0,0.0,True,80889
User Activity,391,1000,16,0,0.0,0.0,0.0,True,80889
Random Reverse,391,100,16,0,0.0,0.0,0.0,True,80889
Random Reverse,391,500,16,0,0.0,0.0,0.0,True,80889
Random Reverse,391,1000,16,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,392,100,522,6,0.06,0.011494252873563218,0.044601224004588325,True,80889
TF-IDF Reverse,392,500,522,155,0.31,0.29693486590038315,0.26893444481804885,True,80889
TF-IDF Reverse,392,1000,522,177,0.177,0.3390804597701149,0.2925466096732752,True,80889
User Activity,392,100,522,0,0.0,0.0,0.0,True,80889
User Activity,392,500,522,0,0.0,0.0,0.0,True,80889
User Activity,392,1000,522,0,0.0,0.0,0.0,True,80889
Random Reverse,392,100,522,1,0.01,0.0019157088122605363,0.007576171375349716,True,80889
Random Reverse,392,500,522,4,0.008,0.007662835249042145,0.007373372166489035,True,80889
Random Reverse,392,1000,522,7,0.007,0.013409961685823755,0.011381553293735244,True,80889
TF-IDF Reverse,393,100,56,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,393,500,56,1,0.002,0.017857142857142856,0.010600438552108288,True,80889
TF-IDF Reverse,393,1000,56,1,0.001,0.017857142857142856,0.010600438552108288,True,80889
User Activity,393,100,56,0,0.0,0.0,0.0,True,80889
User Activity,393,500,56,0,0.0,0.0,0.0,True,80889
User Activity,393,1000,56,0,0.0,0.0,0.0,True,80889
Random Reverse,393,100,56,0,0.0,0.0,0.0,True,80889
Random Reverse,393,500,56,0,0.0,0.0,0.0,True,80889
Random Reverse,393,1000,56,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,397,100,111,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,397,500,111,1,0.002,0.009009009009009009,0.005390503992845549,True,80889
TF-IDF Reverse,397,1000,111,3,0.003,0.02702702702702703,0.014679872041255924,True,80889
User Activity,397,100,111,0,0.0,0.0,0.0,True,80889
User Activity,397,500,111,0,0.0,0.0,0.0,True,80889
User Activity,397,1000,111,0,0.0,0.0,0.0,True,80889
Random Reverse,397,100,111,0,0.0,0.0,0.0,True,80889
Random Reverse,397,500,111,1,0.002,0.009009009009009009,0.005151849971092728,True,80889
Random Reverse,397,1000,111,4,0.004,0.036036036036036036,0.018892459789234626,True,80889
TF-IDF Reverse,398,100,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,398,500,20,1,0.002,0.05,0.017068164734674967,True,80889
TF-IDF Reverse,398,1000,20,1,0.001,0.05,0.017068164734674967,True,80889
User Activity,398,100,20,0,0.0,0.0,0.0,True,80889
User Activity,398,500,20,0,0.0,0.0,0.0,True,80889
User Activity,398,1000,20,0,0.0,0.0,0.0,True,80889
Random Reverse,398,100,20,0,0.0,0.0,0.0,True,80889
Random Reverse,398,500,20,0,0.0,0.0,0.0,True,80889
Random Reverse,398,1000,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,399,100,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,399,500,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,399,1000,6,0,0.0,0.0,0.0,True,80889
User Activity,399,100,6,0,0.0,0.0,0.0,True,80889
User Activity,399,500,6,0,0.0,0.0,0.0,True,80889
User Activity,399,1000,6,0,0.0,0.0,0.0,True,80889
Random Reverse,399,100,6,0,0.0,0.0,0.0,True,80889
Random Reverse,399,500,6,1,0.002,0.16666666666666666,0.036563299278823055,True,80889
Random Reverse,399,1000,6,1,0.001,0.16666666666666666,0.036563299278823055,True,80889
TF-IDF Reverse,400,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,400,500,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,400,1000,7,0,0.0,0.0,0.0,True,80889
User Activity,400,100,7,0,0.0,0.0,0.0,True,80889
User Activity,400,500,7,0,0.0,0.0,0.0,True,80889
User Activity,400,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,400,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,400,500,7,0,0.0,0.0,0.0,True,80889
Random Reverse,400,1000,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,401,100,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,401,500,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,401,1000,14,0,0.0,0.0,0.0,True,80889
User Activity,401,100,14,0,0.0,0.0,0.0,True,80889
User Activity,401,500,14,0,0.0,0.0,0.0,True,80889
User Activity,401,1000,14,0,0.0,0.0,0.0,True,80889
Random Reverse,401,100,14,0,0.0,0.0,0.0,True,80889
Random Reverse,401,500,14,0,0.0,0.0,0.0,True,80889
Random Reverse,401,1000,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,402,100,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,402,500,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,402,1000,8,0,0.0,0.0,0.0,True,80889
User Activity,402,100,8,0,0.0,0.0,0.0,True,80889
User Activity,402,500,8,0,0.0,0.0,0.0,True,80889
User Activity,402,1000,8,0,0.0,0.0,0.0,True,80889
Random Reverse,402,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,402,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,402,1000,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,403,100,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,403,500,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,403,1000,17,1,0.001,0.058823529411764705,0.015873065592532296,True,80889
User Activity,403,100,17,0,0.0,0.0,0.0,True,80889
User Activity,403,500,17,0,0.0,0.0,0.0,True,80889
User Activity,403,1000,17,0,0.0,0.0,0.0,True,80889
Random Reverse,403,100,17,0,0.0,0.0,0.0,True,80889
Random Reverse,403,500,17,0,0.0,0.0,0.0,True,80889
Random Reverse,403,1000,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,405,100,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,405,500,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,405,1000,11,0,0.0,0.0,0.0,True,80889
User Activity,405,100,11,0,0.0,0.0,0.0,True,80889
User Activity,405,500,11,0,0.0,0.0,0.0,True,80889
User Activity,405,1000,11,0,0.0,0.0,0.0,True,80889
Random Reverse,405,100,11,0,0.0,0.0,0.0,True,80889
Random Reverse,405,500,11,0,0.0,0.0,0.0,True,80889
Random Reverse,405,1000,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,410,100,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,410,500,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,410,1000,10,0,0.0,0.0,0.0,True,80889
